mr,mrLabel,country,countryLabel,coord,highPoint,highPointLabel,elevation,length,partOf,partOfLabel
http://www.wikidata.org/entity/Q1297643,Termit Massif,http://www.wikidata.org/entity/Q1032,Нигер,Point(11.34506 16.042),,,732,180,,
http://www.wikidata.org/entity/Q12980144,Q12980144,http://www.wikidata.org/entity/Q96,Мексика,Point(-97.321945 18.701011),,,,,,
http://www.wikidata.org/entity/Q1298553,Vorderer Odenwald,http://www.wikidata.org/entity/Q183,Германия,Point(8.77167 49.7206),http://www.wikidata.org/entity/Q880765,Neunkircher Höhe,,,,
http://www.wikidata.org/entity/Q130057,Abajo Mountains,http://www.wikidata.org/entity/Q30,США,Point(-109.54707 37.85055),http://www.wikidata.org/entity/Q129698,Abajo Peak,3139,,,
http://www.wikidata.org/entity/Q130057,Abajo Mountains,http://www.wikidata.org/entity/Q30,США,Point(-109.54707 37.85055),http://www.wikidata.org/entity/Q129698,Abajo Peak,10298,,,
http://www.wikidata.org/entity/Q130135,Атлас,http://www.wikidata.org/entity/Q262,Алжир,Point(-7.916111111 31.061944444),http://www.wikidata.org/entity/Q503433,Джебель-Тубкаль,4165,2550,http://www.wikidata.org/entity/Q847514,Средиземноморский складчатый пояс
http://www.wikidata.org/entity/Q130135,Атлас,http://www.wikidata.org/entity/Q948,Тунис,Point(-7.916111111 31.061944444),http://www.wikidata.org/entity/Q503433,Джебель-Тубкаль,4165,2550,http://www.wikidata.org/entity/Q847514,Средиземноморский складчатый пояс
http://www.wikidata.org/entity/Q130135,Атлас,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.916111111 31.061944444),http://www.wikidata.org/entity/Q503433,Джебель-Тубкаль,4165,2550,http://www.wikidata.org/entity/Q847514,Средиземноморский складчатый пояс
http://www.wikidata.org/entity/Q130232368,Q130232368,http://www.wikidata.org/entity/Q142,Франция,Point(2.795332 43.297201),,,,,,
http://www.wikidata.org/entity/Q130238193,Muri Mountains,http://www.wikidata.org/entity/Q1033,Нигерия,Point(11.333333333 9.566666666),,,,,,
http://www.wikidata.org/entity/Q130329298,Ord Mountains,http://www.wikidata.org/entity/Q30,США,Point(-117.192833333 34.390166666),,,,,,
http://www.wikidata.org/entity/Q13034435,Bruintjieshoogte,http://www.wikidata.org/entity/Q258,ЮАР,Point(25.3458 -32.6794),,,,,,
http://www.wikidata.org/entity/Q130347899,Slovene Alps,http://www.wikidata.org/entity/Q215,Словения,,http://www.wikidata.org/entity/Q1024,Триглав,,,,
http://www.wikidata.org/entity/Q130394954,Terras de Sicó,http://www.wikidata.org/entity/Q45,Португалия,,,,,,,
http://www.wikidata.org/entity/Q1303975,Oviksfjällen,http://www.wikidata.org/entity/Q34,Швеция,Point(13.85 63.033333333),,,1372,,,
http://www.wikidata.org/entity/Q130437022,Serra da Pedra de Amolar,http://www.wikidata.org/entity/Q155,Бразилия,Point(-43.547840103 -20.367577021),,,,,,
http://www.wikidata.org/entity/Q130443095,Bizauer Hirschberg Group,http://www.wikidata.org/entity/Q40,Австрия,Point(9.999122 47.359472),http://www.wikidata.org/entity/Q8553205,Hirschberg,,,http://www.wikidata.org/entity/Q131577753,Mittagsfluh-Bizauer Hirschberg Group
http://www.wikidata.org/entity/Q130443816,Serra da Brígida,http://www.wikidata.org/entity/Q155,Бразилия,Point(-43.503449702 -20.356520032),,,,,,
http://www.wikidata.org/entity/Q130475591,Tammai Hill,http://www.wikidata.org/entity/Q1033,Нигерия,Point(11.1575 10.2878),,,,,http://www.wikidata.org/entity/Q376241,Гомбе
http://www.wikidata.org/entity/Q130485963,Q130485963,http://www.wikidata.org/entity/Q159,Россия,Point(35.33237 44.9706),,,,,,
http://www.wikidata.org/entity/Q130485963,Q130485963,http://www.wikidata.org/entity/Q212,Украина,Point(35.33237 44.9706),,,,,,
http://www.wikidata.org/entity/Q130486091,Q130486091,http://www.wikidata.org/entity/Q159,Россия,Point(35.283934 44.975),,,,,,
http://www.wikidata.org/entity/Q130486091,Q130486091,http://www.wikidata.org/entity/Q212,Украина,Point(35.283934 44.975),,,,,,
http://www.wikidata.org/entity/Q13049869,Axial Pyrenees,http://www.wikidata.org/entity/Q142,Франция,,,,,,http://www.wikidata.org/entity/Q12431,Пиренеи
http://www.wikidata.org/entity/Q13049869,Axial Pyrenees,http://www.wikidata.org/entity/Q228,Андорра,,,,,,http://www.wikidata.org/entity/Q12431,Пиренеи
http://www.wikidata.org/entity/Q13049869,Axial Pyrenees,http://www.wikidata.org/entity/Q29,Испания,,,,,,http://www.wikidata.org/entity/Q12431,Пиренеи
http://www.wikidata.org/entity/Q13052767,Ераносский хребет,http://www.wikidata.org/entity/Q399,Армения,Point(44.78333 40.05),http://www.wikidata.org/entity/Q13052768,Еранос,1900,,,
http://www.wikidata.org/entity/Q13053409,Hakhumi mountain range,http://www.wikidata.org/entity/Q399,Армения,Point(45.265 40.85278),,,2000,40,,
http://www.wikidata.org/entity/Q13053730,Q13053730,http://www.wikidata.org/entity/Q43,Турция,,,,,,,
http://www.wikidata.org/entity/Q13054355,Q13054355,http://www.wikidata.org/entity/Q399,Армения,,,,2200,12,,
http://www.wikidata.org/entity/Q13054983,Варагские горы,http://www.wikidata.org/entity/Q399,Армения,Point(45.186111111 40.766666666),http://www.wikidata.org/entity/Q16393460,Михр,2144,4,,
http://www.wikidata.org/entity/Q13055078,Q13055078,http://www.wikidata.org/entity/Q399,Армения,Point(45.36667 40.76694),http://www.wikidata.org/entity/Q20517210,Metslanj,2052,38,,
http://www.wikidata.org/entity/Q130552501,Q130552501,http://www.wikidata.org/entity/Q29,Испания,,,,980,,,
http://www.wikidata.org/entity/Q130564411,Q130564411,http://www.wikidata.org/entity/Q232,Казахстан,Point(73.291388888 51.353888888),,,554,,,
http://www.wikidata.org/entity/Q130577192,Q130577192,http://www.wikidata.org/entity/Q232,Казахстан,Point(83.7525 49.305833333),,,1104,5,,
http://www.wikidata.org/entity/Q130611827,Q130611827,http://www.wikidata.org/entity/Q38,Италия,,,,,,,
http://www.wikidata.org/entity/Q130641495,Q130641495,http://www.wikidata.org/entity/Q38,Италия,,,,,,,
http://www.wikidata.org/entity/Q130644555,Q130644555,http://www.wikidata.org/entity/Q232,Казахстан,Point(80.196111111 44.394722222),,,1657,2.5,,
http://www.wikidata.org/entity/Q130719575,Q130719575,http://www.wikidata.org/entity/Q232,Казахстан,Point(78.05 44.783333333),,,1231,11,,
http://www.wikidata.org/entity/Q130739541,Q130739541,http://www.wikidata.org/entity/Q232,Казахстан,Point(81.15 47.4),,,2034,8,,
http://www.wikidata.org/entity/Q130739554,Q130739554,http://www.wikidata.org/entity/Q232,Казахстан,Point(76.983333333 48.283333333),,,962,7,,
http://www.wikidata.org/entity/Q130744525,Q130744525,http://www.wikidata.org/entity/Q38,Италия,,,,,,,
http://www.wikidata.org/entity/Q130772591,Q130772591,http://www.wikidata.org/entity/Q232,Казахстан,Point(75.033333333 49.133333333),,,1117,7,,
http://www.wikidata.org/entity/Q1309515,Словацкое Среднегорье,http://www.wikidata.org/entity/Q214,Словакия,Point(19.0 48.5),http://www.wikidata.org/entity/Q326494,Poľana,1457,,,
http://www.wikidata.org/entity/Q1309969,Hohe Mark,http://www.wikidata.org/entity/Q183,Германия,Point(7.099444444 51.769444444),,,148,,,
http://www.wikidata.org/entity/Q1310795,Q1310795,http://www.wikidata.org/entity/Q183,Германия,Point(9.78055556 51.08333333),http://www.wikidata.org/entity/Q1310860,Eisberg,,,,
http://www.wikidata.org/entity/Q1311156,Rössing Mountains,http://www.wikidata.org/entity/Q1030,Намибия,Point(14.81667 -22.51667),,,,,,
http://www.wikidata.org/entity/Q131147429,Wetterstein and Mieming Range,http://www.wikidata.org/entity/Q40,Австрия,,http://www.wikidata.org/entity/Q3375,Цугшпитце,,,http://www.wikidata.org/entity/Q474465,North Tyrol Limestone Alps
http://www.wikidata.org/entity/Q131147429,Wetterstein and Mieming Range,http://www.wikidata.org/entity/Q183,Германия,,http://www.wikidata.org/entity/Q3375,Цугшпитце,,,http://www.wikidata.org/entity/Q474465,North Tyrol Limestone Alps
http://www.wikidata.org/entity/Q1312820,Эйзенэрцские Альпы,http://www.wikidata.org/entity/Q40,Австрия,Point(14.8333 47.4667),,,1508,,,
http://www.wikidata.org/entity/Q13129096,The Hirnants,http://www.wikidata.org/entity/Q145,Великобритания,Point(-3.5 52.87),,,,,,
http://www.wikidata.org/entity/Q131314077,Kilbuck Range,http://www.wikidata.org/entity/Q30,США,Point(-159.3 60.1),,,1828,,,
http://www.wikidata.org/entity/Q13132477,Fannichs,http://www.wikidata.org/entity/Q145,Великобритания,Point(-5.016666666 57.7),,,,,,
http://www.wikidata.org/entity/Q1313342,Sierra Mazateca,http://www.wikidata.org/entity/Q96,Мексика,Point(-99.1 18.38),,,,,,
http://www.wikidata.org/entity/Q1313342,Sierra Mazateca,http://www.wikidata.org/entity/Q96,Мексика,Point(-96.76789 18.27287),,,,,,
http://www.wikidata.org/entity/Q131430941,Q131430941,http://www.wikidata.org/entity/Q232,Казахстан,Point(77.783333333 48.6),,,922,5.5,,
http://www.wikidata.org/entity/Q131463877,Q131463877,http://www.wikidata.org/entity/Q232,Казахстан,Point(52.15 44.283333333),,,322,100,,
http://www.wikidata.org/entity/Q131553008,Q131553008,http://www.wikidata.org/entity/Q232,Казахстан,Point(75.4 49.566666666),,,989,5,,
http://www.wikidata.org/entity/Q131553037,Q131553037,http://www.wikidata.org/entity/Q232,Казахстан,Point(67.75 48.9),,,675,5,,
http://www.wikidata.org/entity/Q131553165,Q131553165,http://www.wikidata.org/entity/Q232,Казахстан,Point(66.316666666 48.35),,,530,8,,
http://www.wikidata.org/entity/Q131588122,Rif mountains,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q131611102,Maleník,http://www.wikidata.org/entity/Q213,Чехия,Point(17.66433 49.50787),http://www.wikidata.org/entity/Q1275371,Maleník,,,,
http://www.wikidata.org/entity/Q131625232,Q131625232,http://www.wikidata.org/entity/Q232,Казахстан,Point(79.633333333 47.316666666),,,459,3,,
http://www.wikidata.org/entity/Q13165503,Адыгейские горы,http://www.wikidata.org/entity/Q813,Кыргызстан,,,,,,http://www.wikidata.org/entity/Q1256366,Туркестанский хребет
http://www.wikidata.org/entity/Q13165844,Alamyshyk Too,http://www.wikidata.org/entity/Q813,Кыргызстан,Point(75.888855 41.404),,,,,,
http://www.wikidata.org/entity/Q13167880,Donguz-Too (range),http://www.wikidata.org/entity/Q813,Кыргызстан,,,,,,,
http://www.wikidata.org/entity/Q13169744,Kichi Ala-Too,http://www.wikidata.org/entity/Q813,Кыргызстан,,,,,,,
http://www.wikidata.org/entity/Q13170184,Kulduk-Too,http://www.wikidata.org/entity/Q813,Кыргызстан,Point(71.116666666 39.683333333),,,,,,
http://www.wikidata.org/entity/Q13170229,Q13170229,http://www.wikidata.org/entity/Q265,Узбекистан,,,,,,,
http://www.wikidata.org/entity/Q13170229,Q13170229,http://www.wikidata.org/entity/Q813,Кыргызстан,,,,,,,
http://www.wikidata.org/entity/Q13170229,Q13170229,http://www.wikidata.org/entity/Q863,Таджикистан,,,,,,,
http://www.wikidata.org/entity/Q131823729,Q131823729,http://www.wikidata.org/entity/Q232,Казахстан,Point(70.116666666 42.083333333),,,2626,22,,
http://www.wikidata.org/entity/Q131884187,Q131884187,http://www.wikidata.org/entity/Q232,Казахстан,Point(75.9 50.6),,,554,3,,
http://www.wikidata.org/entity/Q131884765,Q131884765,http://www.wikidata.org/entity/Q232,Казахстан,Point(76.066666666 50.416666666),,,773,7,,
http://www.wikidata.org/entity/Q13191153,Huanzo mountain range,http://www.wikidata.org/entity/Q419,Перу,Point(-73.0 -15.0),,,,57,,
http://www.wikidata.org/entity/Q131979,Iron Mountains,http://www.wikidata.org/entity/Q213,Чехия,Point(15.66666667 49.83333333),http://www.wikidata.org/entity/Q27479544,Q27479544,,,,
http://www.wikidata.org/entity/Q13212243,Q13212243,http://www.wikidata.org/entity/Q38,Италия,,,,,,,
http://www.wikidata.org/entity/Q1321468,Озарк,http://www.wikidata.org/entity/Q30,США,Point(-92.5159 37.1822),,,2561,350,http://www.wikidata.org/entity/Q7863209,U.S. Interior Highlands
http://www.wikidata.org/entity/Q132168532,Mtatsminda Range,http://www.wikidata.org/entity/Q230,Грузия,Point(44.737 41.687),,,,,http://www.wikidata.org/entity/Q549560,Триалетский хребет
http://www.wikidata.org/entity/Q1322040,Цяньшань,http://www.wikidata.org/entity/Q148,Китай,Point(123.33333333 40.5),,,700,,,
http://www.wikidata.org/entity/Q1323539,Хэншань (Шаньси),http://www.wikidata.org/entity/Q148,Китай,Point(112.9 38.583333333),,,2017,150,http://www.wikidata.org/entity/Q1062231,Священные горы Китая
http://www.wikidata.org/entity/Q132444398,Q132444398,http://www.wikidata.org/entity/Q232,Казахстан,Point(53.716666666 50.683333333),,,211,7,,
http://www.wikidata.org/entity/Q132444601,Q132444601,http://www.wikidata.org/entity/Q232,Казахстан,Point(73.266666666 45.55),,,443,3,,
http://www.wikidata.org/entity/Q132485797,Q132485797,http://www.wikidata.org/entity/Q232,Казахстан,Point(56.55 49.133333333),,,286,12,,
http://www.wikidata.org/entity/Q132562255,Q132562255,http://www.wikidata.org/entity/Q142,Франция,Point(5.486625 43.221806),http://www.wikidata.org/entity/Q528586,Пюже,563,6,,
http://www.wikidata.org/entity/Q1325624,Eldon Range,http://www.wikidata.org/entity/Q408,Австралия,Point(145.767 -41.9833),,,1440,,,
http://www.wikidata.org/entity/Q1326192,Горы Франклина,http://www.wikidata.org/entity/Q16,Канада,Point(-123.717 64.1833),http://www.wikidata.org/entity/Q22414101,Cap Mountain,1570,501,,
http://www.wikidata.org/entity/Q1326780,Jinggang Mountains,http://www.wikidata.org/entity/Q148,Китай,Point(114.195833333 26.603611111),,,1841,,,
http://www.wikidata.org/entity/Q132731955,Q132731955,http://www.wikidata.org/entity/Q232,Казахстан,Point(80.516666666 47.1),,,592,17,,
http://www.wikidata.org/entity/Q1327960,Джаявиджая,http://www.wikidata.org/entity/Q252,Индонезия,Point(139.41666667 -4.35),http://www.wikidata.org/entity/Q1512836,Мандала,,,,
http://www.wikidata.org/entity/Q132796594,Q132796594,http://www.wikidata.org/entity/Q801,Израиль,Point(35.193833358 31.587176562),,,,,,
http://www.wikidata.org/entity/Q132826482,Q132826482,http://www.wikidata.org/entity/Q232,Казахстан,Point(79.883333333 49.8),,,429,3,,
http://www.wikidata.org/entity/Q132858565,Q132858565,http://www.wikidata.org/entity/Q39,Швейцария,Point(7.6968533 46.9326575),http://www.wikidata.org/entity/Q881812,Blasenflue,,,,
http://www.wikidata.org/entity/Q132859321,Q132859321,http://www.wikidata.org/entity/Q232,Казахстан,Point(69.283333333 48.883333333),,,532,,,
http://www.wikidata.org/entity/Q132859334,Q132859334,http://www.wikidata.org/entity/Q232,Казахстан,Point(76.766666666 49.7),,,1004,,,
http://www.wikidata.org/entity/Q132893168,Tarennau,http://www.wikidata.org/entity/Q145,Великобритания,,,,,,,
http://www.wikidata.org/entity/Q1329317,Allardyce Range,http://www.wikidata.org/entity/Q145,Великобритания,Point(-36.533333333 -54.416666666),http://www.wikidata.org/entity/Q1573762,Mount Paget,2934,,,
http://www.wikidata.org/entity/Q1330074,Moselle Eifel,http://www.wikidata.org/entity/Q183,Германия,,,,,,http://www.wikidata.org/entity/Q107566945,Osteifel
http://www.wikidata.org/entity/Q1330555,Яньшань,http://www.wikidata.org/entity/Q148,Китай,Point(120.0 41.0),,,2116,,,
http://www.wikidata.org/entity/Q1330828,Самсун,http://www.wikidata.org/entity/Q43,Турция,Point(27.083333333 37.666666666),,,1237,,,
http://www.wikidata.org/entity/Q1331413,Elk Mountains,http://www.wikidata.org/entity/Q30,США,Point(-106.854 39.0097),http://www.wikidata.org/entity/Q5050217,Castle Peak,14265,,,
http://www.wikidata.org/entity/Q1331591,Tirasberge,http://www.wikidata.org/entity/Q1030,Намибия,Point(16.500006 -26.133631),,,1686,,,
http://www.wikidata.org/entity/Q1331591,Tirasberge,http://www.wikidata.org/entity/Q1030,Намибия,Point(16.5 -26.133333333),,,1686,,,
http://www.wikidata.org/entity/Q133187495,Taka Mountains,http://www.wikidata.org/entity/Q1049,Судан,Point(36.426027777 15.412975),,,,,,
http://www.wikidata.org/entity/Q1331948,Ellenser Wald,http://www.wikidata.org/entity/Q183,Германия,Point(9.71153 51.7812),,,,,,
http://www.wikidata.org/entity/Q1332452,North Pennines,http://www.wikidata.org/entity/Q145,Великобритания,Point(-2.133333333 54.733333333),,,,,,
http://www.wikidata.org/entity/Q133253146,Q133253146,http://www.wikidata.org/entity/Q232,Казахстан,Point(68.65 49.933333333),,,429,4.5,,
http://www.wikidata.org/entity/Q1332578,Ellwangen Hills,http://www.wikidata.org/entity/Q183,Германия,Point(10.0328 48.9674),,,,,,
http://www.wikidata.org/entity/Q1332578,Ellwangen Hills,http://www.wikidata.org/entity/Q183,Германия,Point(10.03431 48.97545),,,,,,
http://www.wikidata.org/entity/Q133286070,Q133286070,http://www.wikidata.org/entity/Q232,Казахстан,Point(68.616666666 48.483333333),,,503,8,,
http://www.wikidata.org/entity/Q13365872,Hagen Range,http://www.wikidata.org/entity/Q691,Папуа — Новая Гвинея,Point(144.05 -5.73333333),http://www.wikidata.org/entity/Q1424033,Маунт-Хаген (вулкан),3778,,,
http://www.wikidata.org/entity/Q13369935,Весёлые горы,http://www.wikidata.org/entity/Q159,Россия,Point(59.663782 57.582862),,,700,,,
http://www.wikidata.org/entity/Q13371458,Šimonka (pohorie),http://www.wikidata.org/entity/Q214,Словакия,Point(21.429166666 48.970277777),http://www.wikidata.org/entity/Q3137705,Шимонка,1092,,,
http://www.wikidata.org/entity/Q133721413,Q133721413,http://www.wikidata.org/entity/Q232,Казахстан,Point(73.6 46.2),,,405,2.5,,
http://www.wikidata.org/entity/Q133721841,Q133721841,http://www.wikidata.org/entity/Q232,Казахстан,Point(73.866666666 46.583333333),,,402,2.5,,
http://www.wikidata.org/entity/Q133810223,Sela Ridge,http://www.wikidata.org/entity/Q801,Израиль,Point(35.219777777 32.195305555),,,734,4.7,,
http://www.wikidata.org/entity/Q1338133,Emma Keten,http://www.wikidata.org/entity/Q730,Суринам,Point(-56.183333333 4.216666666),,,367,,,
http://www.wikidata.org/entity/Q1338173,Белые Карпаты,http://www.wikidata.org/entity/Q213,Чехия,Point(17.67472222 48.8575),http://www.wikidata.org/entity/Q1787773,Велька-Яворина,,,http://www.wikidata.org/entity/Q3563265,Словацко-Моравские Карпаты
http://www.wikidata.org/entity/Q1338173,Белые Карпаты,http://www.wikidata.org/entity/Q214,Словакия,Point(17.67472222 48.8575),http://www.wikidata.org/entity/Q1787773,Велька-Яворина,,,http://www.wikidata.org/entity/Q3563265,Словацко-Моравские Карпаты
http://www.wikidata.org/entity/Q13381744,Q13381744,http://www.wikidata.org/entity/Q214,Словакия,Point(18.466666666 48.955555555),http://www.wikidata.org/entity/Q3488890,Strážov,1213,,,
http://www.wikidata.org/entity/Q133828148,Q133828148,http://www.wikidata.org/entity/Q38,Италия,Point(10.898780555 46.1831),,,,,,
http://www.wikidata.org/entity/Q133832519,Q133832519,http://www.wikidata.org/entity/Q232,Казахстан,Point(73.416666666 52.066666666),,,431,5,,
http://www.wikidata.org/entity/Q133835186,Q133835186,http://www.wikidata.org/entity/Q232,Казахстан,Point(72.433333333 50.566666666),,,640,3,,
http://www.wikidata.org/entity/Q133838535,Q133838535,http://www.wikidata.org/entity/Q38,Италия,Point(10.90264 46.12855),,,,,,
http://www.wikidata.org/entity/Q1338576,Emmental Alps,http://www.wikidata.org/entity/Q39,Швейцария,Point(7.95818056 46.834825),http://www.wikidata.org/entity/Q15226,Brienzer Rothorn,2350,,,
http://www.wikidata.org/entity/Q133889121,East Alichur mountains,http://www.wikidata.org/entity/Q863,Таджикистан,Point(74.2 37.9),,,,,,
http://www.wikidata.org/entity/Q133893945,Q133893945,http://www.wikidata.org/entity/Q38,Италия,Point(10.91414 46.15046),,,,,,
http://www.wikidata.org/entity/Q1340463,Endicott Mountains,http://www.wikidata.org/entity/Q30,США,Point(-152.3 68.37),,,7775,,,
http://www.wikidata.org/entity/Q1340463,Endicott Mountains,http://www.wikidata.org/entity/Q30,США,Point(-149.5 68.1667),,,7775,,,
http://www.wikidata.org/entity/Q13420030,Шанское нагорье,http://www.wikidata.org/entity/Q836,Мьянма,Point(98.0 21.5),http://www.wikidata.org/entity/Q6668076,Loi Leng,2673,560,,
http://www.wikidata.org/entity/Q134210074,Q134210074,http://www.wikidata.org/entity/Q38,Италия,Point(10.90545 46.19218),,,,,,
http://www.wikidata.org/entity/Q13422533,Awa mountain,http://www.wikidata.org/entity/Q148,Китай,Point(98.87 23.68),,,,,,
http://www.wikidata.org/entity/Q1342404,Engineer Range,http://www.wikidata.org/entity/Q408,Австралия,Point(145.75 -42.2833),,,507,,,
http://www.wikidata.org/entity/Q13425365,Kozmálovské vršky,http://www.wikidata.org/entity/Q214,Словакия,Point(18.485 48.277),,,350,,,
http://www.wikidata.org/entity/Q134288067,Podgorje Karst,http://www.wikidata.org/entity/Q215,Словения,,,,,,,
http://www.wikidata.org/entity/Q1343339,Эннеди,http://www.wikidata.org/entity/Q657,Чад,Point(23.0 17.0),,,,,,
http://www.wikidata.org/entity/Q1343339,Эннеди,http://www.wikidata.org/entity/Q657,Чад,Point(22.0 17.25),,,,,,
http://www.wikidata.org/entity/Q1343447,Q1343447,http://www.wikidata.org/entity/Q40,Австрия,Point(14.5289 47.9547),,,,,,
http://www.wikidata.org/entity/Q1343452,Q1343452,http://www.wikidata.org/entity/Q40,Австрия,Point(14.7428 47.7539),http://www.wikidata.org/entity/Q2533439,Voralpe,,,,
http://www.wikidata.org/entity/Q134359638,Syrian Volcanic Belt,http://www.wikidata.org/entity/Q858,Сирия,Point(35.974190033 33.130365112),,,,,http://www.wikidata.org/entity/Q8539961,Harrat al-Sham
http://www.wikidata.org/entity/Q134406415,Notranjska-Dolenjska plateau,http://www.wikidata.org/entity/Q215,Словения,,http://www.wikidata.org/entity/Q31530101,Goteniški Snežnik,,,,
http://www.wikidata.org/entity/Q13441733,Q13441733,http://www.wikidata.org/entity/Q28,Венгрия,Point(19.91272 48.244568),,,,,,
http://www.wikidata.org/entity/Q13441733,Q13441733,http://www.wikidata.org/entity/Q214,Словакия,Point(19.91272 48.244568),,,,,,
http://www.wikidata.org/entity/Q134426149,Басманский хребет,http://www.wikidata.org/entity/Q159,Россия,Point(34.1683213 44.6082446),,,1136,,,
http://www.wikidata.org/entity/Q134426149,Басманский хребет,http://www.wikidata.org/entity/Q212,Украина,Point(34.1683213 44.6082446),,,1136,,,
http://www.wikidata.org/entity/Q134426744,Центральные горы,http://www.wikidata.org/entity/Q159,Россия,Point(180.641666666 71.096666666),http://www.wikidata.org/entity/Q31630146,Гора Советская,,,,
http://www.wikidata.org/entity/Q1344671,Enterprise Hills,,,Point(-82.0 -79.9167),http://www.wikidata.org/entity/Q1567575,Linder Peak,,,,
http://www.wikidata.org/entity/Q134470615,Q134470615,http://www.wikidata.org/entity/Q38,Италия,Point(10.94534 46.17989),,,,,,
http://www.wikidata.org/entity/Q134531182,Таш-Хабах (хребет),http://www.wikidata.org/entity/Q159,Россия,Point(34.4612812 44.8291554),,,1073,1600,,
http://www.wikidata.org/entity/Q134531182,Таш-Хабах (хребет),http://www.wikidata.org/entity/Q212,Украина,Point(34.4612812 44.8291554),,,1073,1600,,
http://www.wikidata.org/entity/Q1345416,Йизерские горы,http://www.wikidata.org/entity/Q36,Польша,Point(15.25 50.83333333),http://www.wikidata.org/entity/Q3506201,Wysoka Kopa,,,http://www.wikidata.org/entity/Q2596772,Западные Судеты
http://www.wikidata.org/entity/Q1345416,Йизерские горы,http://www.wikidata.org/entity/Q213,Чехия,Point(15.25 50.83333333),http://www.wikidata.org/entity/Q3506201,Wysoka Kopa,,,http://www.wikidata.org/entity/Q2596772,Западные Судеты
http://www.wikidata.org/entity/Q134569927,Q134569927,http://www.wikidata.org/entity/Q232,Казахстан,Point(83.433333333 50.083333333),,,1729,11,,
http://www.wikidata.org/entity/Q134569947,Q134569947,http://www.wikidata.org/entity/Q232,Казахстан,Point(83.68 49.166111111),,,1041,4,,
http://www.wikidata.org/entity/Q13468852,Sierra Martés,http://www.wikidata.org/entity/Q29,Испания,Point(-0.951392 39.3252),,,,24,http://www.wikidata.org/entity/Q13048548,Q13048548
http://www.wikidata.org/entity/Q134701856,Anosyennes,http://www.wikidata.org/entity/Q1019,Мадагаскар,Point(46.58 -24.25),,,,,,
http://www.wikidata.org/entity/Q1348947,Lower Saxon Hills,http://www.wikidata.org/entity/Q183,Германия,Point(9.0 52.0),,,,,http://www.wikidata.org/entity/Q674541,холмистая местность
http://www.wikidata.org/entity/Q134985007,Q134985007,http://www.wikidata.org/entity/Q298,Чили,Point(-70.293627546 -34.620451358),,,,,,
http://www.wikidata.org/entity/Q13507396,Stauning Alps,http://www.wikidata.org/entity/Q223,Гренландия,Point(-25.0 72.0),http://www.wikidata.org/entity/Q11498303,Dansketinden,2842,,,
http://www.wikidata.org/entity/Q135288654,Peri Himal,http://www.wikidata.org/entity/Q837,Непал,Point(84.481666666 28.747222222),,,,,,
http://www.wikidata.org/entity/Q1353201,Канадские Скалистые горы,http://www.wikidata.org/entity/Q16,Канада,Point(-119.156 53.1106),http://www.wikidata.org/entity/Q1161258,Робсон,,1450,,
http://www.wikidata.org/entity/Q13537533,Nitrické vrchy,http://www.wikidata.org/entity/Q214,Словакия,Point(18.433333333 48.766666666),http://www.wikidata.org/entity/Q15407822,Suchý vrch,1028,,,
http://www.wikidata.org/entity/Q135407695,Ibisi bya Huye,http://www.wikidata.org/entity/Q1037,Руанда,,,,,,,
http://www.wikidata.org/entity/Q135432539,Q135432539,,,,,,,,,
http://www.wikidata.org/entity/Q1355690,Erlspitze Group,http://www.wikidata.org/entity/Q40,Австрия,Point(11.25 47.316667),http://www.wikidata.org/entity/Q1355688,Erlspitze,2405,,,
http://www.wikidata.org/entity/Q13561381,Arra Mountains,http://www.wikidata.org/entity/Q27,Ирландия,Point(-8.36666667 52.83333333),,,457,,,
http://www.wikidata.org/entity/Q135647332,Q135647332,http://www.wikidata.org/entity/Q232,Казахстан,Point(67.4 49.566666666),,,543,3.5,,
http://www.wikidata.org/entity/Q135647346,Q135647346,http://www.wikidata.org/entity/Q232,Казахстан,Point(68.3 41.666666666),,,364,5.5,,
http://www.wikidata.org/entity/Q135647358,Q135647358,http://www.wikidata.org/entity/Q232,Казахстан,Point(73.483333333 51.683333333),,,383,2.5,,
http://www.wikidata.org/entity/Q135647371,Q135647371,http://www.wikidata.org/entity/Q232,Казахстан,Point(72.233333333 52.016666666),,,399,14,,
http://www.wikidata.org/entity/Q135647378,Q135647378,http://www.wikidata.org/entity/Q232,Казахстан,Point(76.383333333 49.866666666),,,961,12,,
http://www.wikidata.org/entity/Q135683792,Santa Fe Mountains,,,,,,,,http://www.wikidata.org/entity/Q2328749,Сангре-де-Кристо
http://www.wikidata.org/entity/Q13568578,Elsinore Mountains,http://www.wikidata.org/entity/Q30,США,Point(-117.35 33.6167),,,,,,
http://www.wikidata.org/entity/Q13569906,Jebal Barez,http://www.wikidata.org/entity/Q794,Иран,Point(58.23333333 28.56666667),,,,,,
http://www.wikidata.org/entity/Q1357388,Оу,http://www.wikidata.org/entity/Q17,Япония,Point(141.0 39.85),http://www.wikidata.org/entity/Q713836,Ивате,,500,,
http://www.wikidata.org/entity/Q1357545,Пэкульней,http://www.wikidata.org/entity/Q159,Россия,Point(174.978333 66.140278),,,248,,,
http://www.wikidata.org/entity/Q135767360,Q135767360,http://www.wikidata.org/entity/Q232,Казахстан,Point(66.825277777 48.571111111),,,1063,8,,
